text,category
Заказ не пришел. Деньги не вернули,нет товара
заказ не пришел!время истекло а заказа так  и нет!!!,нет товара
"Не честный продавец. Не советую ничего у него заказывать. сначала кормит обещаниями и придумывает отмазки что товар в пути, а потом и вовсе игнорирует. Спасибо что через спор мне вернули деньги.",нет товара
"Заказывала в сером цвете, ткань не просвечивала ,но ползут стрелки,заказала в черном...эти вообще убогие, просвечивают мощно,в зал не пойдешь, доставка быстрая и это пожалуй единственный плюс, не рекомендую",одежда
"Ткань тонкая, белье просвечивает.",одежда
Размер s. Но маломерka.,одежда
"цвет прислали не совсем тот, размер оказался маловат",одежда
"Свитер заказала xxxl на рост 170 см, но рукава оказались короткие, если носить его то только 3/4.  Он не такой длинный как на фото. Зиму отношу",одежда
Спасибо! соответствует описанию.,одежда
"Заказ шёл больше месяца, на свой 44 заказала м, пришёл меньше по размеру и широкий в боках, заказом не довольна",одежда
"Платье замечательное,ткань мягкая и приятная к телу. По талии сидит хорошо, а на бедрах чуть свободнее. Доставка около 2 недель! Спасибо!",одежда
"Костюм не понравился, на рост 173 короткая длина штанин и рукавов. Цвет не фиолетовый а малиновый.",одежда
платье короткое.размер М в груди хорошо в попе велико.померила бы в магазине не взяла.,одежда
"Товар не соответствует описанию и не похож на фотографии. Ожидала плотную зимнюю хлопковую юбку, а пришла синтетическая гимнастическая юбка. Смотрится совсем не так, как на фотографиях по форме и по ткани.",одежда
"посылка не пришла,информации об отслеживании не было,открыла спор,вернули деньги",нет товара
"налезло, но сильно в облипку. носить можно",одежда
"футболка мне не понравилась. в описании написано хлопок, но это синтетика. на ощупь не приятная,носить не буду. выброшеные деньги.",одежда
"Ужасно! совершенно не соответствует фотографии, ткань как для лосин, цветы-это не вышевка, а дешманская нашивка. Даже модель платья не такая как на каринке! Даже не мерила этот ужас!",одежда
"Пальто не соответствует размерной сетке! Заказала размер S , а пальто на русский 48-50! Не советую продавца !",одежда
"Заказ не пришёл, деньги вернули, спасибо продавцу, оставался на связи",нет товара
неровно пошиты детали.,одежда
"платье нарядное , понравилось",одежда
"Получила заказ быстро, но качество оставляет желать лучшего!!! На фото видно, нитки торчат со всех стороны.",одежда
Клевая юбка,одежда
"не  совпадает с описанием,тонкая .короткая.на рукавах  плохо пришитая апликация. звезды только за своевременную доставку",одежда
Размер в размер. Немного просвечивает. А так отличная кофта. Очень быстрая доставка.,одежда
"Это просто кошмар какой то,заказывала в конце июля,ждала до декабря,товар так и не пришёл,да ещё продавец постоянно просил чтоб отменили спор,ни кому не советую",нет товара
товар не пришел .  но через спор продавец вернул деньги .  спасибо .,нет товара
всё хорошо. просто заказ шёл долго,одежда
"Не получила товар!!!! Нечаянно подтвердила получение, или нет уже не помню. Много заказываю и привыкла что всё присылают. Ни посылки , ни товара. Надеюсь , что компания обратит внимание на отзыв.",нет товара
"Не сели, узкие, хотя взяла М, когда ношу S, ткань приятная, на 168 короткие",одежда
"Дешевая синтетика, все липнет, размер вообще не понятный короткая и широкая",одежда
Платье как будто сделано из занавески. Материал даже трогать неприятно.,одежда
"мне понравилась, но цвет рисунка черный а не синий",одежда
"Комбез как мешок если честно, очень большой+ ещё и ткань тянется",одежда
"Товар не пришел.Но продавец всегда был на связи и очень переживал.После 100 дней попросила вернуть деньги,через день перевели.Поэтому пять звезд.Очень порядочный продавец.",нет товара
"Материал платья голимая синтетика, очень тонкое, сильно липнет к телу",одежда
"очень долго продавец уверял меня, что она придет, но она не пришла... если придёт, отзыв исправлю.защита заказа кончилась, спор не открыть. ни денег - ни вещи.",нет товара
не тот размер и ужасно сшита,одежда
Отличный топ. Спасибо.,одежда
"очень хорошая пижама,заказ доставлен максимально быстро.спасибо",одежда
пришел товар. качество  соответствует  описанию.  но размеры  маломерят. пришло  быстро,одежда
Качество отличное! СПАСИБО!!! РЕКОМЕНДУЮ!,одежда
"размер не соответствует((( заказывала жве пары до этого, все было размер в размер",одежда
"мне не понравились ( размер М очень маленький, оказались вобтяжку. До этого покупала такие же штаны у другого поставщика. Брала размер S, все было ок. А тут Мка меньше той Sки... единственный плюс, пришли за 2 недели.",одежда
"платье супер,нигде не просвечивает вообще я довольна",одежда
вот вот только месяц поносит а потом не знаю что будет носить,одежда
заказ оформила 08.30.17. продукт неполучила. трек не отслеживался,нет товара
"Очень долгая доставка. Внутри нитки торчат. Запах есть, сильный. Надеюсь, после стирки пройдет. В целом кофта удобная.",одежда
-заказ не пришел(((,нет товара
качество супер. рекомендую)),одежда
Юбка просто замечательная!Описание было точным и дошла довольно быстро. Нет никаких дефектов или запаха.,одежда
носить только в огород.,одежда
"Очень красивый цвет) и очень порадовало то, что он такой длинный",одежда
"Отвратительное качество, все распускается. Нитки везде торчат и лезут.",одежда
Качество хорошее. Цвет ягод как на картинке. Швы ровные.,одежда
"хорошая куртка,пришла примерно за месяц,на погоду до -10 градусов примерно,на размер 44 заказывала М,подошёл.продавец прислал подарок - резинку для волос. советую.",одежда
"хорошая блуза, идеально подошёл размер на 48,трек не отслеживался.",одежда
"Футболка пошито очень качественно. Все швы ровненькие. Материал плотный, приятный на ощупь.",одежда
"На рост 164см очень очень короткое. Выше колена на 20см. На р. 44 налезло нормально, но чтобы было как на картинке должен быть размер 40 максимум",одежда
товар вообще не в размер.,одежда
"Долгая доставка.Плохая обработка швов,везде торчат нитки,неровные края.Прошивные нити темнее материала.На 42-44,рост 164 см мал",одежда
"Попался брак... Швы не ровные, на подоле тоже. Бока короче. Вытачки, одна выше другой. Доставка супер быстрая 9 дней .",одежда
"На вес 75 кг жилет XXXL оказался мал,даже не запахнулся хоть немного.отправляли долго,но доставка быстрая..недели три всего.",одежда
"посылка до сих пор не доставлена, хочу вернуть деньги назад",нет товара
все супер!!!!Размер подошел!Доставка очень быстрая!,одежда
"На фото и в описании указана длина ниже колен, но по факту платье намного короче. Ткань очень тонкая, не подходит для зимы. Заказ пришел очень быстро.",одежда
Слишком Маленький размер у меня М,одежда
К сожалению на брюках дырка,одежда
очень ждали и еифига,нет товара
Товар пришёл с браком. Продавец обещал но не вернул деньги .,одежда
доставка 3 месяца. товар так и не пришел. продавец отказался вернуть деньги. спасибо алиэкспресс за возврат средств.,нет товара
"Заказала в июне. До сих пор не получила заказ. Заказывала две кофточки. Наверное, уже можно не ждать!",нет товара
"продавец мудилооо!!!! написала ему для уточнения размера,он ответил,что может в этот же день отправить.  Ага, дал один трек,потерял бронь и дал другой трек и на сообщения не отвечает!!!! не видитесь!!!!",нет товара
На 42 S мал,одежда
"звезда в шоке!!! мало того, что это голимая синтетика, платье пришло абсолютно мокрое:@ в двух пакетах с него просто текла вода",одежда
заказ не пришёл продавца не рекомендую деньги не вернули,нет товара
Доставка до спб 35 дней.,одежда
"Вся какая-то кривая, выглядит гораздо длиннее, чем на картинке. По длине ощущение что заказала xxl, а в талии ощущение, что xs, хотя на деле заказывала L. В общем ни то ни се. Своей цены не стоит абсолютно.",одежда
"По качеству плотная, на рост 159 подошёл нормально.",одежда
Очень маленькая. Хорошо хоть подруге подошло.,одежда
32 как 30...но только длинные.на 175 см роста. но по спине длинные-это плюс.а вот 30 на 29.туговатые,одежда
"моя почта накосячила, не прислала уведомление о доставке. чуть было не начал спор о возврате! сорри продавцу!",одежда
Классный костюм))) для моего роста штанишки можно было бы покороче ) пришёл очень быстро),одежда
Маломерит,одежда
4 XL на 54 размер великоват!,одежда
"Заказала костюм 16.05.2017, до 27.07.2017 костюм не пришёл, открыла спор, продавец вернул деньги",нет товара
Товар не пришёл. Деньги вернули,нет товара
куртка пришла со сломанной деталью,одежда
"Куртка классная, размер и описание соответствует, пришла быстро, спасибо!",одежда
"в целом кофточка неплохая, но с лица торчат нитки, которыми пришит лейбл, с изнанки ужасно обработана горловина",одежда
"куртка пришла совсем тонкая, хотя в описании написано наполнитель Спрей-скрепленный Вата, враньё никакого наполнителя нет, простая тонкая тряпка. Не стоит этих денег.",одежда
"Кофта шла больше месяца. запах ужасный, пахнет уксусом. везде торчат нитки, так и ещё по указанным продавцом размерам она не подходит. был открыт спор на возврат денег.",одежда
"Платье так себе. Ткань дешевая, размер XL соответствует максимум нашему 44. На картинке выглядит достойней.",одежда
блузк отличный!!!! подошел идеально,одежда
кофточка супер!!! у меня размер 40-42 подошла!,одежда
"ткань не очень,видно белье, и цвет намного тусклее чем на картинке",одежда
Юбка отличная! В Приморский край пришла через месяц с момента заказа.  На свои параметры 69 -96 заказала L. Рекомендую.,одежда
Не пришли,нет товара
"майку ждала очень сильно, но когда она пришла я разочаровалась такое чувство что спичкой прижгли  на спине ...",одежда
"Шорты подошли размером М на  вес 48 кг, рост 175. Без внутренней вкладки на которой должен указываться состав.",одежда
"заказываю второй раз, эту блузку взяла для дочки 12 лет, она очень довольна, я тоже)",одежда
"Майка хлопок, качество хорошее",одежда
"очень хорошие штаны стреч. на об 100. талия 78.рост 168 брали 3хл. влезли ,с напрягом. думаю подрастянутся, такие уже были.продавец хороший, рекомендую. всех благ ему!",одежда
"Заказ пришел достаточно быстро в Свердловскую область. Очень понравились, размер тоже подошел идеально, буду еще заказывать. Продавца рекомендую",одежда
"Товар не пришёл. Заказывала ещё в марте, уже июль.",нет товара
"Товар так и не пришел, продавец отправил несуществующий номер трека!!!деньги не вернул!!!",нет товара
"Размер не соответсвует ,деньги вернули",одежда
"шапка пришла с огромным пятном, не хорошо и не приятно, пятно пахнет мазутом",одежда
"Шло очень долго, защита заказа успела кончиться, через неделю после пришло. Запах конечно жуткий. XL на мой S чуть свободно. Кофта конечно неплохая, но долгая доставка испортила все впечатление",одежда
товар я так и не видел! но деньги вернули быстро,нет товара
"Плотный хлопок, стрейч,в мелкий рубчик. По размеру. Доставил курьер СПб.",одежда
долго и пришлось ехать за товаром не доставили по адресу,нет товара
"Ждала больше трёх месяцев. Товар не получен, но деньги вернули через спор.",нет товара
"шорты сами хороши, но размер  s примерно на 50-52 размер. мне применить их некуда... на помойку... выброшенные деньги",одежда
удобные.тепленькие.резинка в подарок),одежда
"Товар заказала почти три месяца назад ,но он так и не пришёл . Продавец говорит ,что отправил .",нет товара
"так ждала эти лосины, а они оказались очень большими. взяла S , а они даже на 44 размер большие. ткань как у лосин из 90-х, при нятяжении просвечивает. доставка не e-packet, а обычная почта россии",одежда
я ношу размер 42-44 советую заказывать L. качество отличное.,одежда
"ткань непонятная,я бы сказала противная если ее натянуть то краска расползается,на свой размер L заказала 3XL отказался мал. очень не довольна. единственный +,это быстрая доставка",одежда
"Ткань чистая синтетика, топ пришел ужасно мятый и воняяяял... Сшит неаккуратно, особенно бреьтели. Но за такую цену....",одежда
Везде торчат нитки и есть желтое пятно,одежда
"Материал внутри приятный, рукав был не прострочен, сидит на мне плохо и пошита тоже плохо",одежда
Это совсем другое платье мне не понравилась,одежда
Короткие рукава. Три четверти. Не так как на фото.,одежда
"Колготки Редкостное Г..., Продавец по отправке  мододец быстро отправил, но наша Почта как всегда, думал все потеряли в последний день защиты принесли.",одежда
"быстрая доставка,  но маловато.   xxl на девочку 46 размера в обтяг .",одежда
пишут что осень а оно летнее вообщем вообще не то что хотела,одежда
"товар так и не пришел , верните деньги",нет товара
"Качество футболки очень плохое, как нижнее деловое белье. Размер не совпадает.",одежда
Почти месяц не отправляли заказ. Синтетика чистая.. оч электризуется даже после антистатика. На размер 48 xl маловат((,одежда
"Пришел товар быстро .Качество не очень,торчат нитки во многих местах соединения( за это минус),впереди полочки у кофты   отделки нет,размер очень маленький,подойдет на 40-42 (укр),носить не смогу.с продавцом не общалась.",одежда
"Разочаровал кардиган, т.к. он огромный на мои параметры. На даче ему самое место. Очков и спиц в комплекте не хватает Качество норм, тёплый.",одежда
"Заказ пришел быстро это плюс, сшита рубашка хорошо. Но на картинке кружево смотрится красиво, а на самом деле какое-то старушечье. Выглядит намного хуже, чем на картинке. А сама ткань, где нет кружева приятная и хорошая.",одежда
"Пальто просто ужасное. S на 50-52, на грудь 120см. деньги не вернули, написали только в случае возврата товара, из России отправка 1400-1600ру бы стоила. Ткань неприятная. Много заказывала в этом магазине, очень разочарована",одежда
потерялась продавец отвечал на все мои вопросы. получила отличная кофта,одежда
"Футболка очень низкого качества , она просвечивает и сильно электризуется .",одежда
"рубашка пришла быстро, материал плотный, приятный, цвета яркие, при стирке немного линяет, но не сильно. с размером немного не угадала маловато.",одежда
"это первые лосины, которые не сползают постоянно с талии и не ползут от пятки вверх по ноге. я в восторге",одежда
"Майка хорошая, единственное есть торчащие нитки. Заказ пришёл за месяц",одежда
"пижама мягкая , приятная, но..майка непонятно как сшита, не на мою грудь, и сильно линяет при стирке.",одежда
Пришёл рваный! Я,одежда
"Защиту не продлили,товар не получила！Буду открывать спор(.Очень жаль",нет товара
"жесть просто,на 44-46 взяла xxl рукава норм,в груди тоже, но вот низ как распашонка.",одежда
"соответствует описанию, не много просвечивает. на размер 50 брала хххл как в литой, можно и больше. цвет супер, слабо пришиты пуговицы пришивали снова т.к на рукавах поотрывались сразу ещё не одев.",одежда
"по размеру большая, и цвет не соответствует",одежда
"Не пришло, открыла спор, вернули деньги",нет товара
"1.цвет не соответствует описанию!али одобрил возврат части средств,прошёл месяц.Денег нет!",одежда
"Сшито достаточно странно, торчат 'крылышки' у подмышек, а плечи топорщатся, еще она очень длинная (до середины бедра). В целом вещь нормальная, но я думаю, после первой же стирки ее придется выкидывать",одежда
носочки мне очень понравились. закажу ещё. мелкий товар только часто путают. номер товара перепутали и я отслеживала чужой товар. а мои носочки ждала 3 недели. закажу ещё.,одежда
"Заказ не получила, продавец на связь не выходил, защиту не продлевал. Через спор вернула деньги",нет товара
"доставка быстрая, в Ростов на Дону 10 дней, на рост 175, ОГ 106, ОТ 69, ОБ 110 взяла XXXL, подошло. ткань приятная, звезду сняла за то,что была дырка в правом шве, шов перестрочила сама. Продавца рекомендую.",одежда
все как всегда на высоте  заказываю уже не первый раз. быстрая доставка спасибо! продавца рекомендую!,одежда
"Платье пришло быстро (17 дней), по размеру 90-70-92 170см -М-ка подошла отлично, но этот синий цвет ужасен, ядовитый, не такой как на фото",одежда
"Продавец дал трек чужой посылки.Когда покупатель получил платье по другому адресу, открыла спор. Продавец отказал в возврате денег. Али вернул. Продавец разочаровал, хотя ранее уже покупала у него.",нет товара
доставка пуля!,одежда
Пришла примерно за неделю. Ткань тоньше чем ожидалось примерно как обычная кофта. Материал не совсем хлопковый и при соприкосновении с кожей колется.,одежда
"Размер меньше, чем указано. Тонкие и не такие теплые.",одежда
"Очень обидно, ждала свитер, продавец присвоил якобы трек...отправил, на самом деле просто обман. На связь не выходит, спасибо Али вернули деньги.",нет товара
"Товар не пришел , пытались найти по номеру отслеживания в России  ничего не нашли. К стати бывают случаи , что товар не приходит слышала от людей. У меня до этого все приходило.ОТКРЫЛИ СПОР ПО ВОЗВРАТУ ДЕНЕГ",нет товара
Отличные рубашки.Все подошло,одежда
"я надеялась, что толстовка тёплая. А она из синтетического материала. На фотографии это не заметно. Я купила её в подарок. Хотя толстовка красивая. И товар пришёл довольно быстро.",одежда
товар поврежден видно на фоте не было заметно пока не одела,одежда
Заказ не пришел. Деньги не вернули,нет товара
заказ не пришел!время истекло а заказа так  и нет!!!,нет товара
"Не честный продавец. Не советую ничего у него заказывать. сначала кормит обещаниями и придумывает отмазки что товар в пути, а потом и вовсе игнорирует. Спасибо что через спор мне вернули деньги.",нет товара
"Заказывала в сером цвете, ткань не просвечивала ,но ползут стрелки,заказала в черном...эти вообще убогие, просвечивают мощно,в зал не пойдешь, доставка быстрая и это пожалуй единственный плюс, не рекомендую",одежда
"Ткань тонкая, белье просвечивает.",одежда
Размер s. Но маломерka.,одежда
"цвет прислали не совсем тот, размер оказался маловат",одежда
"Свитер заказала xxxl на рост 170 см, но рукава оказались короткие, если носить его то только 3/4.  Он не такой длинный как на фото. Зиму отношу",одежда
Спасибо! соответствует описанию.,одежда
"Заказ шёл больше месяца, на свой 44 заказала м, пришёл меньше по размеру и широкий в боках, заказом не довольна",одежда
"Платье замечательное,ткань мягкая и приятная к телу. По талии сидит хорошо, а на бедрах чуть свободнее. Доставка около 2 недель! Спасибо!",одежда
"Костюм не понравился, на рост 173 короткая длина штанин и рукавов. Цвет не фиолетовый а малиновый.",одежда
платье короткое.размер М в груди хорошо в попе велико.померила бы в магазине не взяла.,одежда
"Товар не соответствует описанию и не похож на фотографии. Ожидала плотную зимнюю хлопковую юбку, а пришла синтетическая гимнастическая юбка. Смотрится совсем не так, как на фотографиях по форме и по ткани.",одежда
"посылка не пришла,информации об отслеживании не было,открыла спор,вернули деньги",нет товара
"налезло, но сильно в облипку. носить можно",одежда
"футболка мне не понравилась. в описании написано хлопок, но это синтетика. на ощупь не приятная,носить не буду. выброшеные деньги.",одежда
"Ужасно! совершенно не соответствует фотографии, ткань как для лосин, цветы-это не вышевка, а дешманская нашивка. Даже модель платья не такая как на каринке! Даже не мерила этот ужас!",одежда
"Пальто не соответствует размерной сетке! Заказала размер S , а пальто на русский 48-50! Не советую продавца !",одежда
"Заказ не пришёл, деньги вернули, спасибо продавцу, оставался на связи",нет товара
неровно пошиты детали.,одежда
"платье нарядное , понравилось",одежда
"Получила заказ быстро, но качество оставляет желать лучшего!!! На фото видно, нитки торчат со всех стороны.",одежда
Клевая юбка,одежда
"не  совпадает с описанием,тонкая .короткая.на рукавах  плохо пришитая апликация. звезды только за своевременную доставку",одежда
Размер в размер. Немного просвечивает. А так отличная кофта. Очень быстрая доставка.,одежда
"Это просто кошмар какой то,заказывала в конце июля,ждала до декабря,товар так и не пришёл,да ещё продавец постоянно просил чтоб отменили спор,ни кому не советую",нет товара
товар не пришел .  но через спор продавец вернул деньги .  спасибо .,нет товара
всё хорошо. просто заказ шёл долго,одежда
"Не получила товар!!!! Нечаянно подтвердила получение, или нет уже не помню. Много заказываю и привыкла что всё присылают. Ни посылки , ни товара. Надеюсь , что компания обратит внимание на отзыв.",нет товара
"Не сели, узкие, хотя взяла М, когда ношу S, ткань приятная, на 168 короткие",одежда
"Дешевая синтетика, все липнет, размер вообще не понятный короткая и широкая",одежда
Платье как будто сделано из занавески. Материал даже трогать неприятно.,одежда
"мне понравилась, но цвет рисунка черный а не синий",одежда
"Комбез как мешок если честно, очень большой+ ещё и ткань тянется",одежда
"Товар не пришел.Но продавец всегда был на связи и очень переживал.После 100 дней попросила вернуть деньги,через день перевели.Поэтому пять звезд.Очень порядочный продавец.",нет товара
"Материал платья голимая синтетика, очень тонкое, сильно липнет к телу",одежда
"очень долго продавец уверял меня, что она придет, но она не пришла... если придёт, отзыв исправлю.защита заказа кончилась, спор не открыть. ни денег - ни вещи.",нет товара
не тот размер и ужасно сшита,одежда
Отличный топ. Спасибо.,одежда
"очень хорошая пижама,заказ доставлен максимально быстро.спасибо",одежда
пришел товар. качество  соответствует  описанию.  но размеры  маломерят. пришло  быстро,одежда
Качество отличное! СПАСИБО!!! РЕКОМЕНДУЮ!,одежда
"размер не соответствует((( заказывала жве пары до этого, все было размер в размер",одежда
"мне не понравились ( размер М очень маленький, оказались вобтяжку. До этого покупала такие же штаны у другого поставщика. Брала размер S, все было ок. А тут Мка меньше той Sки... единственный плюс, пришли за 2 недели.",одежда
"платье супер,нигде не просвечивает вообще я довольна",одежда
вот вот только месяц поносит а потом не знаю что будет носить,одежда
заказ оформила 08.30.17. продукт неполучила. трек не отслеживался,нет товара
"Очень долгая доставка. Внутри нитки торчат. Запах есть, сильный. Надеюсь, после стирки пройдет. В целом кофта удобная.",одежда
-заказ не пришел(((,нет товара
качество супер. рекомендую)),одежда
Юбка просто замечательная!Описание было точным и дошла довольно быстро. Нет никаких дефектов или запаха.,одежда
носить только в огород.,одежда
"Очень красивый цвет) и очень порадовало то, что он такой длинный",одежда
"Отвратительное качество, все распускается. Нитки везде торчат и лезут.",одежда
Качество хорошее. Цвет ягод как на картинке. Швы ровные.,одежда
"хорошая куртка,пришла примерно за месяц,на погоду до -10 градусов примерно,на размер 44 заказывала М,подошёл.продавец прислал подарок - резинку для волос. советую.",одежда
"хорошая блуза, идеально подошёл размер на 48,трек не отслеживался.",одежда
"Футболка пошито очень качественно. Все швы ровненькие. Материал плотный, приятный на ощупь.",одежда
"На рост 164см очень очень короткое. Выше колена на 20см. На р. 44 налезло нормально, но чтобы было как на картинке должен быть размер 40 максимум",одежда
товар вообще не в размер.,одежда
"Долгая доставка.Плохая обработка швов,везде торчат нитки,неровные края.Прошивные нити темнее материала.На 42-44,рост 164 см мал",одежда
"Попался брак... Швы не ровные, на подоле тоже. Бока короче. Вытачки, одна выше другой. Доставка супер быстрая 9 дней .",одежда
"На вес 75 кг жилет XXXL оказался мал,даже не запахнулся хоть немного.отправляли долго,но доставка быстрая..недели три всего.",одежда
"посылка до сих пор не доставлена, хочу вернуть деньги назад",нет товара
все супер!!!!Размер подошел!Доставка очень быстрая!,одежда
"На фото и в описании указана длина ниже колен, но по факту платье намного короче. Ткань очень тонкая, не подходит для зимы. Заказ пришел очень быстро.",одежда
Слишком Маленький размер у меня М,одежда
К сожалению на брюках дырка,одежда
очень ждали и еифига,нет товара
Товар пришёл с браком. Продавец обещал но не вернул деньги .,одежда
доставка 3 месяца. товар так и не пришел. продавец отказался вернуть деньги. спасибо алиэкспресс за возврат средств.,нет товара
"Заказала в июне. До сих пор не получила заказ. Заказывала две кофточки. Наверное, уже можно не ждать!",нет товара
"продавец мудилооо!!!! написала ему для уточнения размера,он ответил,что может в этот же день отправить.  Ага, дал один трек,потерял бронь и дал другой трек и на сообщения не отвечает!!!! не видитесь!!!!",нет товара
На 42 S мал,одежда
"звезда в шоке!!! мало того, что это голимая синтетика, платье пришло абсолютно мокрое:@ в двух пакетах с него просто текла вода",одежда
заказ не пришёл продавца не рекомендую деньги не вернули,нет товара
Доставка до спб 35 дней.,одежда
"Вся какая-то кривая, выглядит гораздо длиннее, чем на картинке. По длине ощущение что заказала xxl, а в талии ощущение, что xs, хотя на деле заказывала L. В общем ни то ни се. Своей цены не стоит абсолютно.",одежда
"По качеству плотная, на рост 159 подошёл нормально.",одежда
Очень маленькая. Хорошо хоть подруге подошло.,одежда
32 как 30...но только длинные.на 175 см роста. но по спине длинные-это плюс.а вот 30 на 29.туговатые,одежда
"моя почта накосячила, не прислала уведомление о доставке. чуть было не начал спор о возврате! сорри продавцу!",одежда
Классный костюм))) для моего роста штанишки можно было бы покороче ) пришёл очень быстро),одежда
Маломерит,одежда
4 XL на 54 размер великоват!,одежда
"Заказала костюм 16.05.2017, до 27.07.2017 костюм не пришёл, открыла спор, продавец вернул деньги",нет товара
Доставка 2 месяца. Товар не соответствует описанию. Размер не соответствует. Цвет не соответствует. Ткань не соответствует.,одежда
